account_id,uat_case_id,business_process,required_flag,executed_at,status,defect_severity
ACCT-038,UAT-05,Retries,1,2026-03-08,Passed,
ACCT-038,UAT-06,Timezone,1,2026-03-09,Passed,
ACCT-038,UAT-07,Dashboard,1,2026-03-10,Passed,
ACCT-038,UAT-08,Handoff,1,2026-03-11,Passed,
ACCT-039,UAT-01,Authentication,1,2026-03-18,Passed,
ACCT-039,UAT-02,Mapping,1,2026-03-19,Passed,
ACCT-039,UAT-03,Historical load,1,2026-03-20,Passed,
ACCT-039,UAT-04,Incremental sync,1,2026-03-21,Passed,
ACCT-039,UAT-05,Retries,1,2026-03-22,Passed,
ACCT-039,UAT-06,Timezone,1,2026-03-23,Passed,
ACCT-039,UAT-07,Dashboard,1,2026-03-24,Passed,
ACCT-039,UAT-08,Handoff,1,2026-03-25,Passed,
ACCT-040,UAT-01,Authentication,1,2026-04-10,Passed,
ACCT-040,UAT-02,Mapping,1,2026-04-11,Passed,
ACCT-040,UAT-03,Historical load,1,2026-04-12,Passed,
ACCT-040,UAT-04,Incremental sync,1,2026-04-13,Passed,
ACCT-040,UAT-05,Retries,1,2026-04-14,Passed,
ACCT-040,UAT-06,Timezone,1,2026-04-15,Passed,
ACCT-040,UAT-07,Dashboard,1,2026-04-16,Passed,
ACCT-040,UAT-08,Handoff,1,2026-04-17,Passed,
ACCT-041,UAT-01,Authentication,1,2026-03-19,Passed,
ACCT-041,UAT-02,Mapping,1,2026-03-20,Passed,
ACCT-041,UAT-03,Historical load,1,2026-03-21,Passed,
ACCT-041,UAT-04,Incremental sync,1,2026-03-22,Passed,
ACCT-041,UAT-05,Retries,1,2026-03-23,Passed,
ACCT-041,UAT-06,Timezone,1,2026-03-24,Passed,
ACCT-041,UAT-07,Dashboard,1,2026-03-25,Passed,
ACCT-041,UAT-08,Handoff,1,2026-03-26,Passed,
ACCT-042,UAT-01,Authentication,1,2026-04-02,Passed,
ACCT-042,UAT-02,Mapping,1,2026-04-03,Passed,
ACCT-042,UAT-03,Historical load,1,2026-04-04,Passed,
ACCT-042,UAT-04,Incremental sync,1,2026-04-05,Passed,
ACCT-042,UAT-05,Retries,1,2026-04-06,Passed,
ACCT-042,UAT-06,Timezone,1,2026-04-07,Passed,
ACCT-042,UAT-07,Dashboard,1,2026-04-08,Passed,
ACCT-042,UAT-08,Handoff,1,2026-04-09,Passed,
ACCT-043,UAT-01,Authentication,1,2026-03-28,Passed,
ACCT-043,UAT-02,Mapping,1,2026-03-29,Passed,
ACCT-043,UAT-03,Historical load,1,2026-03-30,Passed,
ACCT-043,UAT-04,Incremental sync,1,2026-03-31,Passed,
ACCT-043,UAT-05,Retries,1,2026-04-01,Passed,
ACCT-043,UAT-06,Timezone,1,2026-04-02,Passed,
ACCT-043,UAT-07,Dashboard,1,2026-04-03,Passed,
ACCT-043,UAT-08,Handoff,1,2026-04-04,Passed,
ACCT-044,UAT-01,Authentication,1,2026-04-03,Passed,
ACCT-044,UAT-02,Mapping,1,2026-04-04,Passed,
ACCT-044,UAT-03,Historical load,1,2026-04-05,Passed,
ACCT-044,UAT-04,Incremental sync,1,2026-04-06,Passed,
ACCT-044,UAT-05,Retries,1,2026-04-07,Passed,
ACCT-044,UAT-06,Timezone,1,2026-04-08,Passed,
ACCT-044,UAT-07,Dashboard,1,2026-04-09,Passed,
ACCT-044,UAT-08,Handoff,1,2026-04-10,Passed,
ACCT-045,UAT-01,Authentication,1,2026-05-04,Passed,
ACCT-045,UAT-02,Mapping,1,2026-05-05,Passed,
ACCT-045,UAT-03,Historical load,1,2026-05-06,Passed,
ACCT-045,UAT-04,Incremental sync,1,2026-05-07,Passed,
ACCT-045,UAT-05,Retries,1,2026-05-08,Passed,
ACCT-045,UAT-06,Timezone,1,2026-05-09,Passed,
ACCT-045,UAT-07,Dashboard,1,2026-05-10,Passed,
ACCT-045,UAT-08,Handoff,1,2026-05-11,Passed,
ACCT-046,UAT-01,Authentication,1,2026-04-12,Passed,
ACCT-046,UAT-02,Mapping,1,2026-04-13,Passed,
ACCT-046,UAT-03,Historical load,1,2026-04-14,Passed,
ACCT-046,UAT-04,Incremental sync,1,2026-04-15,Passed,
ACCT-046,UAT-05,Retries,1,2026-04-16,Passed,
ACCT-046,UAT-06,Timezone,1,2026-04-17,Passed,
ACCT-046,UAT-07,Dashboard,1,2026-04-18,Passed,
ACCT-046,UAT-08,Handoff,1,2026-04-19,Passed,
ACCT-047,UAT-01,Authentication,1,2026-04-18,Passed,
ACCT-047,UAT-02,Mapping,1,2026-04-19,Passed,
ACCT-047,UAT-03,Historical load,1,2026-04-20,Passed,
ACCT-047,UAT-04,Incremental sync,1,2026-04-21,Passed,
ACCT-047,UAT-05,Retries,1,2026-04-22,Passed,
ACCT-047,UAT-06,Timezone,1,2026-04-23,Passed,
ACCT-047,UAT-07,Dashboard,1,2026-04-24,Passed,
ACCT-047,UAT-08,Handoff,1,2026-04-25,Passed,
ACCT-048,UAT-01,Authentication,1,2026-05-02,Passed,
ACCT-048,UAT-02,Mapping,1,2026-05-03,Passed,
ACCT-048,UAT-03,Historical load,1,2026-05-04,Passed,
ACCT-048,UAT-04,Incremental sync,1,2026-05-05,Passed,
ACCT-048,UAT-05,Retries,1,2026-05-06,Passed,
ACCT-048,UAT-06,Timezone,1,2026-05-07,Passed,
ACCT-048,UAT-07,Dashboard,1,2026-05-08,Passed,
ACCT-048,UAT-08,Handoff,1,2026-05-09,Passed,
ACCT-049,UAT-01,Authentication,1,2026-04-27,Passed,
ACCT-049,UAT-02,Mapping,1,2026-04-28,Passed,
ACCT-049,UAT-03,Historical load,1,2026-04-29,Passed,
ACCT-049,UAT-04,Incremental sync,1,2026-04-30,Passed,
ACCT-049,UAT-05,Retries,1,2026-05-01,Passed,
ACCT-049,UAT-06,Timezone,1,2026-05-02,Passed,
ACCT-049,UAT-07,Dashboard,1,2026-05-03,Passed,
ACCT-049,UAT-08,Handoff,1,2026-05-04,Passed,
ACCT-050,UAT-01,Authentication,1,2026-05-31,Passed,
ACCT-050,UAT-02,Mapping,1,2026-06-01,Passed,
ACCT-050,UAT-03,Historical load,1,2026-06-02,Passed,
ACCT-050,UAT-04,Incremental sync,1,2026-06-03,Passed,
ACCT-050,UAT-05,Retries,1,2026-06-04,Passed,
ACCT-050,UAT-06,Timezone,1,2026-06-05,Passed,
ACCT-050,UAT-07,Dashboard,1,2026-06-06,Passed,
ACCT-050,UAT-08,Handoff,1,2026-06-07,Passed,
ACCT-051,UAT-01,Authentication,1,2026-05-17,Passed,
ACCT-051,UAT-02,Mapping,1,2026-05-18,Passed,
ACCT-051,UAT-03,Historical load,1,2026-05-19,Passed,
ACCT-051,UAT-04,Incremental sync,1,2026-05-20,Passed,
ACCT-051,UAT-05,Retries,1,2026-05-21,Passed,
ACCT-051,UAT-06,Timezone,1,2026-05-22,Passed,
ACCT-051,UAT-07,Dashboard,1,2026-05-23,Passed,
ACCT-051,UAT-08,Handoff,1,2026-05-24,Passed,
ACCT-052,UAT-01,Authentication,1,2026-05-12,Passed,
ACCT-052,UAT-02,Mapping,1,2026-05-13,Passed,
ACCT-052,UAT-03,Historical load,1,2026-05-14,Passed,
ACCT-052,UAT-04,Incremental sync,1,2026-05-15,Passed,
ACCT-052,UAT-05,Retries,1,2026-05-16,Passed,
ACCT-052,UAT-06,Timezone,1,2026-05-17,Passed,
ACCT-052,UAT-07,Dashboard,1,2026-05-18,Passed,
ACCT-052,UAT-08,Handoff,1,2026-05-19,Passed,
ACCT-053,UAT-01,Authentication,1,2026-05-18,Passed,
ACCT-053,UAT-02,Mapping,1,2026-05-19,Passed,
ACCT-053,UAT-03,Historical load,1,2026-05-20,Passed,
ACCT-053,UAT-04,Incremental sync,1,2026-05-21,Passed,
ACCT-053,UAT-05,Retries,1,2026-05-22,Passed,
ACCT-053,UAT-06,Timezone,1,2026-05-23,Passed,
ACCT-053,UAT-07,Dashboard,1,2026-05-24,Passed,
ACCT-053,UAT-08,Handoff,1,2026-05-25,Passed,
ACCT-054,UAT-01,Authentication,1,2026-06-01,Passed,
ACCT-054,UAT-02,Mapping,1,2026-06-02,Passed,
ACCT-054,UAT-03,Historical load,1,2026-06-03,Passed,
ACCT-054,UAT-04,Incremental sync,1,2026-06-04,Passed,
ACCT-054,UAT-05,Retries,1,2026-06-05,Passed,
ACCT-054,UAT-06,Timezone,1,2026-06-06,Passed,
ACCT-054,UAT-07,Dashboard,1,2026-06-07,Passed,
ACCT-054,UAT-08,Handoff,1,2026-06-08,Passed,
