account_id,usage_date,active_users,successful_syncs,data_acceptance_rate,key_workflows_completed
ACCT-005,2025-12-04,8,1,0.96,1
ACCT-005,2025-12-05,8,1,0.96,1
ACCT-005,2025-12-06,8,1,0.96,1
ACCT-005,2025-12-07,8,1,0.96,1
ACCT-005,2025-12-08,8,1,0.96,1
ACCT-005,2025-12-09,8,1,0.96,1
ACCT-005,2025-12-10,8,1,0.96,1
ACCT-005,2025-12-11,8,1,0.96,1
ACCT-005,2025-12-12,8,1,0.96,1
ACCT-005,2025-12-13,8,1,0.96,1
ACCT-005,2025-12-14,8,1,0.96,1
ACCT-005,2025-12-15,8,1,0.96,1
ACCT-006,2025-10-17,1,0,0.91,0
ACCT-006,2025-10-18,1,0,0.91,0
ACCT-006,2025-10-19,1,1,0.91,0
ACCT-006,2025-10-20,2,1,0.91,0
ACCT-006,2025-10-21,2,1,0.96,0
ACCT-006,2025-10-22,2,1,0.96,1
ACCT-006,2025-10-23,3,1,0.96,1
ACCT-006,2025-10-24,3,1,0.96,1
ACCT-006,2025-10-25,3,1,0.96,1
ACCT-006,2025-10-26,4,1,0.96,1
ACCT-006,2025-10-27,4,1,0.96,1
ACCT-006,2025-10-28,4,1,0.96,1
ACCT-006,2025-10-29,5,1,0.96,1
ACCT-006,2025-10-30,5,1,0.96,1
ACCT-006,2025-10-31,5,1,0.96,1
ACCT-006,2025-11-01,6,1,0.96,1
ACCT-006,2025-11-02,6,1,0.96,1
ACCT-006,2025-11-03,6,1,0.96,1
ACCT-006,2025-11-04,7,1,0.96,1
ACCT-006,2025-11-05,7,1,0.96,1
ACCT-006,2025-11-06,7,1,0.96,1
ACCT-006,2025-11-07,8,1,0.96,1
ACCT-006,2025-11-08,8,1,0.96,1
ACCT-006,2025-11-09,8,1,0.96,1
ACCT-006,2025-11-10,8,1,0.96,1
ACCT-006,2025-11-11,8,1,0.96,1
ACCT-006,2025-11-12,8,1,0.96,1
ACCT-006,2025-11-13,8,1,0.96,1
ACCT-006,2025-11-14,8,1,0.96,1
ACCT-006,2025-11-15,8,1,0.96,1
ACCT-007,2025-10-07,2,0,0.91,0
ACCT-007,2025-10-08,2,0,0.91,0
ACCT-007,2025-10-09,2,1,0.91,0
ACCT-007,2025-10-10,3,1,0.91,0
ACCT-007,2025-10-11,3,1,0.96,0
ACCT-007,2025-10-12,3,1,0.96,1
ACCT-007,2025-10-13,4,1,0.96,1
ACCT-007,2025-10-14,4,1,0.96,1
ACCT-007,2025-10-15,4,1,0.96,1
ACCT-007,2025-10-16,5,1,0.96,1
ACCT-007,2025-10-17,5,1,0.96,1
ACCT-007,2025-10-18,5,1,0.96,1
ACCT-007,2025-10-19,6,1,0.96,1
ACCT-007,2025-10-20,6,1,0.96,1
ACCT-007,2025-10-21,6,1,0.96,1
ACCT-007,2025-10-22,7,1,0.96,1
ACCT-007,2025-10-23,7,1,0.96,1
ACCT-007,2025-10-24,7,1,0.96,1
ACCT-007,2025-10-25,8,1,0.96,1
ACCT-007,2025-10-26,8,1,0.96,1
ACCT-007,2025-10-27,8,1,0.96,1
ACCT-007,2025-10-28,8,1,0.96,1
ACCT-007,2025-10-29,8,1,0.96,1
ACCT-007,2025-10-30,8,1,0.96,1
ACCT-007,2025-10-31,8,1,0.96,1
ACCT-007,2025-11-01,8,1,0.96,1
ACCT-007,2025-11-02,8,1,0.96,1
ACCT-007,2025-11-03,8,1,0.96,1
ACCT-007,2025-11-04,8,1,0.96,1
ACCT-007,2025-11-05,8,1,0.96,1
ACCT-008,2025-10-22,3,0,0.91,0
ACCT-008,2025-10-23,3,0,0.91,0
ACCT-008,2025-10-24,3,1,0.91,0
ACCT-008,2025-10-25,4,1,0.91,0
ACCT-008,2025-10-26,4,1,0.96,0
ACCT-008,2025-10-27,4,1,0.96,1
ACCT-008,2025-10-28,5,1,0.96,1
ACCT-008,2025-10-29,5,1,0.96,1
ACCT-008,2025-10-30,5,1,0.96,1
ACCT-008,2025-10-31,6,1,0.96,1
ACCT-008,2025-11-01,6,1,0.96,1
ACCT-008,2025-11-02,6,1,0.96,1
ACCT-008,2025-11-03,7,1,0.96,1
ACCT-008,2025-11-04,7,1,0.96,1
ACCT-008,2025-11-05,7,1,0.96,1
ACCT-008,2025-11-06,8,1,0.96,1
ACCT-008,2025-11-07,8,1,0.96,1
ACCT-008,2025-11-08,8,1,0.96,1
ACCT-008,2025-11-09,8,1,0.96,1
ACCT-008,2025-11-10,8,1,0.96,1
ACCT-008,2025-11-11,8,1,0.96,1
ACCT-008,2025-11-12,8,1,0.96,1
ACCT-008,2025-11-13,8,1,0.96,1
ACCT-008,2025-11-14,8,1,0.96,1
ACCT-008,2025-11-15,8,1,0.96,1
ACCT-008,2025-11-16,8,1,0.96,1
ACCT-008,2025-11-17,8,1,0.96,1
ACCT-008,2025-11-18,8,1,0.96,1
ACCT-008,2025-11-19,8,1,0.96,1
ACCT-008,2025-11-20,8,1,0.96,1
ACCT-009,2025-11-06,1,0,0.91,0
ACCT-009,2025-11-07,1,0,0.91,0
ACCT-009,2025-11-08,1,1,0.91,0
ACCT-009,2025-11-09,2,1,0.91,0
ACCT-009,2025-11-10,2,1,0.96,0
ACCT-009,2025-11-11,2,1,0.96,1
ACCT-009,2025-11-12,3,1,0.96,1
ACCT-009,2025-11-13,3,1,0.96,1
ACCT-009,2025-11-14,3,1,0.96,1
ACCT-009,2025-11-15,4,1,0.96,1
ACCT-009,2025-11-16,4,1,0.96,1
ACCT-009,2025-11-17,4,1,0.96,1
ACCT-009,2025-11-18,5,1,0.96,1
ACCT-009,2025-11-19,5,1,0.96,1
ACCT-009,2025-11-20,5,1,0.96,1
ACCT-009,2025-11-21,6,1,0.96,1
ACCT-009,2025-11-22,6,1,0.96,1
ACCT-009,2025-11-23,6,1,0.96,1
ACCT-009,2025-11-24,7,1,0.96,1
ACCT-009,2025-11-25,7,1,0.96,1
ACCT-009,2025-11-26,7,1,0.96,1
ACCT-009,2025-11-27,8,1,0.96,1
ACCT-009,2025-11-28,8,1,0.96,1
ACCT-009,2025-11-29,8,1,0.96,1
ACCT-009,2025-11-30,8,1,0.96,1
ACCT-009,2025-12-01,8,1,0.96,1
ACCT-009,2025-12-02,8,1,0.96,1
ACCT-009,2025-12-03,8,1,0.96,1
ACCT-009,2025-12-04,8,1,0.96,1
ACCT-009,2025-12-05,8,1,0.96,1
ACCT-010,2025-12-11,2,0,0.91,0
ACCT-010,2025-12-12,2,0,0.91,0
ACCT-010,2025-12-13,2,1,0.91,0
ACCT-010,2025-12-14,3,1,0.91,0
ACCT-010,2025-12-15,3,1,0.96,0
ACCT-010,2025-12-16,3,1,0.96,1
ACCT-010,2025-12-17,4,1,0.96,1
ACCT-010,2025-12-18,4,1,0.96,1
ACCT-010,2025-12-19,4,1,0.96,1
ACCT-010,2025-12-20,5,1,0.96,1
ACCT-010,2025-12-21,5,1,0.96,1
ACCT-010,2025-12-22,5,1,0.96,1
ACCT-010,2025-12-23,6,1,0.96,1
ACCT-010,2025-12-24,6,1,0.96,1
ACCT-010,2025-12-25,6,1,0.96,1
ACCT-010,2025-12-26,7,1,0.96,1
ACCT-010,2025-12-27,7,1,0.96,1
ACCT-010,2025-12-28,7,1,0.96,1
ACCT-010,2025-12-29,8,1,0.96,1
ACCT-010,2025-12-30,8,1,0.96,1
ACCT-010,2025-12-31,8,1,0.96,1
ACCT-010,2026-01-01,8,1,0.96,1
ACCT-010,2026-01-02,8,1,0.96,1
ACCT-010,2026-01-03,8,1,0.96,1
ACCT-010,2026-01-04,8,1,0.96,1
ACCT-010,2026-01-05,8,1,0.96,1
ACCT-010,2026-01-06,8,1,0.96,1
ACCT-010,2026-01-07,8,1,0.96,1
ACCT-010,2026-01-08,8,1,0.96,1
ACCT-010,2026-01-09,8,1,0.96,1
ACCT-011,2025-10-29,3,0,0.91,0
ACCT-011,2025-10-30,3,0,0.91,0
ACCT-011,2025-10-31,3,1,0.91,0
ACCT-011,2025-11-01,4,1,0.91,0
ACCT-011,2025-11-02,4,1,0.96,0
ACCT-011,2025-11-03,4,1,0.96,1
ACCT-011,2025-11-04,5,1,0.96,1
ACCT-011,2025-11-05,5,1,0.96,1
ACCT-011,2025-11-06,5,1,0.96,1
ACCT-011,2025-11-07,6,1,0.96,1
ACCT-011,2025-11-08,6,1,0.96,1
ACCT-011,2025-11-09,6,1,0.96,1
ACCT-011,2025-11-10,7,1,0.96,1
ACCT-011,2025-11-11,7,1,0.96,1
ACCT-011,2025-11-12,7,1,0.96,1
ACCT-011,2025-11-13,8,1,0.96,1
ACCT-011,2025-11-14,8,1,0.96,1
ACCT-011,2025-11-15,8,1,0.96,1
ACCT-011,2025-11-16,8,1,0.96,1
ACCT-011,2025-11-17,8,1,0.96,1
ACCT-011,2025-11-18,8,1,0.96,1
ACCT-011,2025-11-19,8,1,0.96,1
ACCT-011,2025-11-20,8,1,0.96,1
ACCT-011,2025-11-21,8,1,0.96,1
ACCT-011,2025-11-22,8,1,0.96,1
ACCT-011,2025-11-23,8,1,0.96,1
ACCT-011,2025-11-24,8,1,0.96,1
ACCT-011,2025-11-25,8,1,0.96,1
ACCT-011,2025-11-26,8,1,0.96,1
ACCT-011,2025-11-27,8,1,0.96,1
ACCT-012,2025-11-18,1,0,0.91,0
ACCT-012,2025-11-19,1,0,0.91,0
ACCT-012,2025-11-20,1,1,0.91,0
ACCT-012,2025-11-21,2,1,0.91,0
ACCT-012,2025-11-22,2,1,0.96,0
ACCT-012,2025-11-23,2,1,0.96,1
ACCT-012,2025-11-24,3,1,0.96,1
ACCT-012,2025-11-25,3,1,0.96,1
ACCT-012,2025-11-26,3,1,0.96,1
ACCT-012,2025-11-27,4,1,0.96,1
ACCT-012,2025-11-28,4,1,0.96,1
ACCT-012,2025-11-29,4,1,0.96,1
ACCT-012,2025-11-30,5,1,0.96,1
ACCT-012,2025-12-01,5,1,0.96,1
ACCT-012,2025-12-02,5,1,0.96,1
ACCT-012,2025-12-03,6,1,0.96,1
ACCT-012,2025-12-04,6,1,0.96,1
ACCT-012,2025-12-05,6,1,0.96,1
ACCT-012,2025-12-06,7,1,0.96,1
ACCT-012,2025-12-07,7,1,0.96,1
ACCT-012,2025-12-08,7,1,0.96,1
ACCT-012,2025-12-09,8,1,0.96,1
ACCT-012,2025-12-10,8,1,0.96,1
ACCT-012,2025-12-11,8,1,0.96,1
ACCT-012,2025-12-12,8,1,0.96,1
ACCT-012,2025-12-13,8,1,0.96,1
ACCT-012,2025-12-14,8,1,0.96,1
ACCT-012,2025-12-15,8,1,0.96,1
ACCT-012,2025-12-16,8,1,0.96,1
ACCT-012,2025-12-17,8,1,0.96,1
ACCT-013,2025-11-12,2,0,0.91,0
ACCT-013,2025-11-13,2,0,0.91,0
ACCT-013,2025-11-14,2,1,0.91,0
ACCT-013,2025-11-15,3,1,0.91,0
ACCT-013,2025-11-16,3,1,0.96,0
ACCT-013,2025-11-17,3,1,0.96,1
ACCT-013,2025-11-18,4,1,0.96,1
ACCT-013,2025-11-19,4,1,0.96,1
ACCT-013,2025-11-20,4,1,0.96,1
ACCT-013,2025-11-21,5,1,0.96,1
ACCT-013,2025-11-22,5,1,0.96,1
ACCT-013,2025-11-23,5,1,0.96,1
ACCT-013,2025-11-24,6,1,0.96,1
ACCT-013,2025-11-25,6,1,0.96,1
ACCT-013,2025-11-26,6,1,0.96,1
ACCT-013,2025-11-27,7,1,0.96,1
ACCT-013,2025-11-28,7,1,0.96,1
ACCT-013,2025-11-29,7,1,0.96,1
ACCT-013,2025-11-30,8,1,0.96,1
ACCT-013,2025-12-01,8,1,0.96,1
ACCT-013,2025-12-02,8,1,0.96,1
ACCT-013,2025-12-03,8,1,0.96,1
ACCT-013,2025-12-04,8,1,0.96,1
ACCT-013,2025-12-05,8,1,0.96,1
ACCT-013,2025-12-06,8,1,0.96,1
ACCT-013,2025-12-07,8,1,0.96,1
ACCT-013,2025-12-08,8,1,0.96,1
ACCT-013,2025-12-09,8,1,0.96,1
ACCT-013,2025-12-10,8,1,0.96,1
ACCT-013,2025-12-11,8,1,0.96,1
ACCT-014,2025-11-28,3,0,0.91,0
ACCT-014,2025-11-29,3,0,0.91,0
ACCT-014,2025-11-30,3,1,0.91,0
ACCT-014,2025-12-01,4,1,0.91,0
ACCT-014,2025-12-02,4,1,0.96,0
ACCT-014,2025-12-03,4,1,0.96,1
ACCT-014,2025-12-04,5,1,0.96,1
ACCT-014,2025-12-05,5,1,0.96,1
ACCT-014,2025-12-06,5,1,0.96,1
ACCT-014,2025-12-07,6,1,0.96,1
ACCT-014,2025-12-08,6,1,0.96,1
ACCT-014,2025-12-09,6,1,0.96,1
ACCT-014,2025-12-10,7,1,0.96,1
ACCT-014,2025-12-11,7,1,0.96,1
ACCT-014,2025-12-12,7,1,0.96,1
ACCT-014,2025-12-13,8,1,0.96,1
ACCT-014,2025-12-14,8,1,0.96,1
ACCT-014,2025-12-15,8,1,0.96,1
ACCT-014,2025-12-16,8,1,0.96,1
ACCT-014,2025-12-17,8,1,0.96,1
ACCT-014,2025-12-18,8,1,0.96,1
ACCT-014,2025-12-19,8,1,0.96,1
ACCT-014,2025-12-20,8,1,0.96,1
ACCT-014,2025-12-21,8,1,0.96,1
ACCT-014,2025-12-22,8,1,0.96,1
ACCT-014,2025-12-23,8,1,0.96,1
ACCT-014,2025-12-24,8,1,0.96,1
ACCT-014,2025-12-25,8,1,0.96,1
ACCT-014,2025-12-26,8,1,0.96,1
ACCT-014,2025-12-27,8,1,0.96,1
ACCT-015,2026-01-03,1,0,0.91,0
ACCT-015,2026-01-04,1,0,0.91,0
ACCT-015,2026-01-05,1,1,0.91,0
ACCT-015,2026-01-06,2,1,0.91,0
ACCT-015,2026-01-07,2,1,0.96,0
ACCT-015,2026-01-08,2,1,0.96,1
ACCT-015,2026-01-09,3,1,0.96,1
ACCT-015,2026-01-10,3,1,0.96,1
ACCT-015,2026-01-11,3,1,0.96,1
ACCT-015,2026-01-12,4,1,0.96,1
ACCT-015,2026-01-13,4,1,0.96,1
ACCT-015,2026-01-14,4,1,0.96,1
ACCT-015,2026-01-15,5,1,0.96,1
ACCT-015,2026-01-16,5,1,0.96,1
ACCT-015,2026-01-17,5,1,0.96,1
ACCT-015,2026-01-18,6,1,0.96,1
ACCT-015,2026-01-19,6,1,0.96,1
ACCT-015,2026-01-20,6,1,0.96,1
ACCT-015,2026-01-21,7,1,0.96,1
ACCT-015,2026-01-22,7,1,0.96,1
ACCT-015,2026-01-23,7,1,0.96,1
ACCT-015,2026-01-24,8,1,0.96,1
ACCT-015,2026-01-25,8,1,0.96,1
ACCT-015,2026-01-26,8,1,0.96,1
ACCT-015,2026-01-27,8,1,0.96,1
ACCT-015,2026-01-28,8,1,0.96,1
ACCT-015,2026-01-29,8,1,0.96,1
ACCT-015,2026-01-30,8,1,0.96,1
ACCT-015,2026-01-31,8,1,0.96,1
ACCT-015,2026-02-01,8,1,0.96,1
ACCT-016,2025-12-01,2,0,0.91,0
ACCT-016,2025-12-02,2,0,0.91,0
ACCT-016,2025-12-03,2,1,0.91,0
ACCT-016,2025-12-04,3,1,0.91,0
ACCT-016,2025-12-05,3,1,0.96,0
ACCT-016,2025-12-06,3,1,0.96,1
ACCT-016,2025-12-07,4,1,0.96,1
ACCT-016,2025-12-08,4,1,0.96,1
ACCT-016,2025-12-09,4,1,0.96,1
ACCT-016,2025-12-10,5,1,0.96,1
ACCT-016,2025-12-11,5,1,0.96,1
ACCT-016,2025-12-12,5,1,0.96,1
ACCT-016,2025-12-13,6,1,0.96,1
ACCT-016,2025-12-14,6,1,0.96,1
ACCT-016,2025-12-15,6,1,0.96,1
ACCT-016,2025-12-16,7,1,0.96,1
ACCT-016,2025-12-17,7,1,0.96,1
ACCT-016,2025-12-18,7,1,0.96,1
ACCT-016,2025-12-19,8,1,0.96,1
ACCT-016,2025-12-20,8,1,0.96,1
ACCT-016,2025-12-21,8,1,0.96,1
ACCT-016,2025-12-22,8,1,0.96,1
ACCT-016,2025-12-23,8,1,0.96,1
ACCT-016,2025-12-24,8,1,0.96,1
ACCT-016,2025-12-25,8,1,0.96,1
ACCT-016,2025-12-26,8,1,0.96,1
ACCT-016,2025-12-27,8,1,0.96,1
ACCT-016,2025-12-28,8,1,0.96,1
ACCT-016,2025-12-29,8,1,0.96,1
ACCT-016,2025-12-30,8,1,0.96,1
ACCT-017,2025-11-30,3,0,0.91,0
ACCT-017,2025-12-01,3,0,0.91,0
ACCT-017,2025-12-02,3,1,0.91,0
ACCT-017,2025-12-03,4,1,0.91,0
ACCT-017,2025-12-04,4,1,0.96,0
ACCT-017,2025-12-05,4,1,0.96,1
ACCT-017,2025-12-06,5,1,0.96,1
ACCT-017,2025-12-07,5,1,0.96,1
ACCT-017,2025-12-08,5,1,0.96,1
ACCT-017,2025-12-09,6,1,0.96,1
ACCT-017,2025-12-10,6,1,0.96,1
ACCT-017,2025-12-11,6,1,0.96,1
ACCT-017,2025-12-12,7,1,0.96,1
ACCT-017,2025-12-13,7,1,0.96,1
ACCT-017,2025-12-14,7,1,0.96,1
ACCT-017,2025-12-15,8,1,0.96,1
ACCT-017,2025-12-16,8,1,0.96,1
ACCT-017,2025-12-17,8,1,0.96,1
ACCT-017,2025-12-18,8,1,0.96,1
ACCT-017,2025-12-19,8,1,0.96,1
ACCT-017,2025-12-20,8,1,0.96,1
ACCT-017,2025-12-21,8,1,0.96,1
ACCT-017,2025-12-22,8,1,0.96,1
ACCT-017,2025-12-23,8,1,0.96,1
ACCT-017,2025-12-24,8,1,0.96,1
ACCT-017,2025-12-25,8,1,0.96,1
ACCT-017,2025-12-26,8,1,0.96,1
ACCT-017,2025-12-27,8,1,0.96,1
ACCT-017,2025-12-28,8,1,0.96,1
ACCT-017,2025-12-29,8,1,0.96,1
ACCT-018,2025-12-22,1,0,0.91,0
ACCT-018,2025-12-23,1,0,0.91,0
ACCT-018,2025-12-24,1,1,0.91,0
ACCT-018,2025-12-25,2,1,0.91,0
ACCT-018,2025-12-26,2,1,0.96,0
ACCT-018,2025-12-27,2,1,0.96,1
ACCT-018,2025-12-28,3,1,0.96,1
ACCT-018,2025-12-29,3,1,0.96,1
ACCT-018,2025-12-30,3,1,0.96,1
ACCT-018,2025-12-31,4,1,0.96,1
ACCT-018,2026-01-01,4,1,0.96,1
ACCT-018,2026-01-02,4,1,0.96,1
ACCT-018,2026-01-03,5,1,0.96,1
ACCT-018,2026-01-04,5,1,0.96,1
ACCT-018,2026-01-05,5,1,0.96,1
ACCT-018,2026-01-06,6,1,0.96,1
ACCT-018,2026-01-07,6,1,0.96,1
ACCT-018,2026-01-08,6,1,0.96,1
ACCT-018,2026-01-09,7,1,0.96,1
ACCT-018,2026-01-10,7,1,0.96,1
ACCT-018,2026-01-11,7,1,0.96,1
ACCT-018,2026-01-12,8,1,0.96,1
ACCT-018,2026-01-13,8,1,0.96,1
ACCT-018,2026-01-14,8,1,0.96,1
ACCT-018,2026-01-15,8,1,0.96,1
ACCT-018,2026-01-16,8,1,0.96,1
ACCT-018,2026-01-17,8,1,0.96,1
ACCT-018,2026-01-18,8,1,0.96,1
ACCT-018,2026-01-19,8,1,0.96,1
ACCT-018,2026-01-20,8,1,0.96,1
ACCT-019,2025-12-06,2,0,0.91,0
ACCT-019,2025-12-07,2,0,0.91,0
ACCT-019,2025-12-08,2,1,0.91,0
ACCT-019,2025-12-09,3,1,0.91,0
ACCT-019,2025-12-10,3,1,0.96,0
ACCT-019,2025-12-11,3,1,0.96,1
ACCT-019,2025-12-12,4,1,0.96,1
ACCT-019,2025-12-13,4,1,0.96,1
ACCT-019,2025-12-14,4,1,0.96,1
ACCT-019,2025-12-15,5,1,0.96,1
ACCT-019,2025-12-16,5,1,0.96,1
ACCT-019,2025-12-17,5,1,0.96,1
ACCT-019,2025-12-18,6,1,0.96,1
ACCT-019,2025-12-19,6,1,0.96,1
ACCT-019,2025-12-20,6,1,0.96,1
ACCT-019,2025-12-21,7,1,0.96,1
ACCT-019,2025-12-22,7,1,0.96,1
ACCT-019,2025-12-23,7,1,0.96,1
ACCT-019,2025-12-24,8,1,0.96,1
ACCT-019,2025-12-25,8,1,0.96,1
ACCT-019,2025-12-26,8,1,0.96,1
ACCT-019,2025-12-27,8,1,0.96,1
ACCT-019,2025-12-28,8,1,0.96,1
ACCT-019,2025-12-29,8,1,0.96,1
ACCT-019,2025-12-30,8,1,0.96,1
ACCT-019,2025-12-31,8,1,0.96,1
ACCT-019,2026-01-01,8,1,0.96,1
ACCT-019,2026-01-02,8,1,0.96,1
ACCT-019,2026-01-03,8,1,0.96,1
ACCT-019,2026-01-04,8,1,0.96,1
ACCT-020,2026-01-24,3,0,0.91,0
ACCT-020,2026-01-25,3,0,0.91,0
ACCT-020,2026-01-26,3,1,0.91,0
ACCT-020,2026-01-27,4,1,0.91,0
ACCT-020,2026-01-28,4,1,0.96,0
ACCT-020,2026-01-29,4,1,0.96,1
ACCT-020,2026-01-30,5,1,0.96,1
ACCT-020,2026-01-31,5,1,0.96,1
ACCT-020,2026-02-01,5,1,0.96,1
ACCT-020,2026-02-02,6,1,0.96,1
