run_id,run_date,account_id,connector_id,environment,status,http_status,records_received,records_accepted,records_rejected,latency_ms,retry_count,error_code
SYNC-ACCT-001-CRM-20251227,2025-12-27,ACCT-001,CRM,Production,SUCCESS,200,1286,1276,10,1350,0,
SYNC-ACCT-001-CRM-20251230,2025-12-30,ACCT-001,CRM,Production,SUCCESS,200,1498,1496,2,2961,0,
SYNC-ACCT-001-CRM-20260102,2026-01-02,ACCT-001,CRM,Production,SUCCESS,200,1221,1213,8,526,0,
SYNC-ACCT-001-CRM-20260105,2026-01-05,ACCT-001,CRM,Production,SUCCESS,200,825,819,6,856,0,
SYNC-ACCT-001-CRM-20260108,2026-01-08,ACCT-001,CRM,Production,SUCCESS,200,989,986,3,1546,0,
SYNC-ACCT-001-CRM-20260111,2026-01-11,ACCT-001,CRM,Production,SUCCESS,200,924,921,3,595,0,
SYNC-ACCT-001-CRM-20260114,2026-01-14,ACCT-001,CRM,Production,SUCCESS,200,1060,1059,1,2364,0,
SYNC-ACCT-001-CRM-20260117,2026-01-17,ACCT-001,CRM,Production,SUCCESS,200,1042,1038,4,1479,0,
SYNC-ACCT-001-CRM-20260120,2026-01-20,ACCT-001,CRM,Production,SUCCESS,200,1251,1246,5,1820,0,
SYNC-ACCT-001-CRM-20260123,2026-01-23,ACCT-001,CRM,Production,SUCCESS,200,1390,1386,4,1656,0,
SYNC-ACCT-001-CRM-20260126,2026-01-26,ACCT-001,CRM,Production,SUCCESS,200,1483,1481,2,1104,0,
SYNC-ACCT-001-CRM-20260129,2026-01-29,ACCT-001,CRM,Production,SUCCESS,200,1451,1445,6,2266,0,
SYNC-ACCT-001-CRM-20260201,2026-02-01,ACCT-001,CRM,Production,SUCCESS,200,1532,1520,12,2131,0,
SYNC-ACCT-001-CRM-20260204,2026-02-04,ACCT-001,CRM,Production,SUCCESS,200,1508,1505,3,1802,0,
SYNC-ACCT-001-CRM-20260207,2026-02-07,ACCT-001,CRM,Production,SUCCESS,200,1359,1356,3,1870,0,
SYNC-ACCT-001-CRM-20260210,2026-02-10,ACCT-001,CRM,Production,SUCCESS,200,1482,1477,5,2127,0,
SYNC-ACCT-001-CRM-20260213,2026-02-13,ACCT-001,CRM,Production,SUCCESS,200,1545,1537,8,1713,0,
SYNC-ACCT-001-CRM-20260216,2026-02-16,ACCT-001,CRM,Production,SUCCESS,200,1446,1441,5,610,0,
SYNC-ACCT-001-CRM-20260219,2026-02-19,ACCT-001,CRM,Production,SUCCESS,200,845,839,6,708,0,
SYNC-ACCT-001-CRM-20260222,2026-02-22,ACCT-001,CRM,Production,SUCCESS,200,1441,1435,6,2184,0,
SYNC-ACCT-001-CRM-20260225,2026-02-25,ACCT-001,CRM,Production,SUCCESS,200,1316,1307,9,1028,0,
SYNC-ACCT-001-CRM-20260228,2026-02-28,ACCT-001,CRM,Production,SUCCESS,200,1139,1133,6,2089,0,
SYNC-ACCT-001-CRM-20260303,2026-03-03,ACCT-001,CRM,Production,SUCCESS,200,1270,1265,5,1995,0,
SYNC-ACCT-001-CRM-20260306,2026-03-06,ACCT-001,CRM,Production,SUCCESS,200,1539,1535,4,2286,0,
SYNC-ACCT-001-CRM-20260309,2026-03-09,ACCT-001,CRM,Production,SUCCESS,200,987,982,5,1749,0,
SYNC-ACCT-001-CRM-20260312,2026-03-12,ACCT-001,CRM,Production,SUCCESS,200,1287,1282,5,2191,0,
SYNC-ACCT-001-CRM-20260315,2026-03-15,ACCT-001,CRM,Production,SUCCESS,200,1165,1161,4,1708,0,
SYNC-ACCT-001-CRM-20260318,2026-03-18,ACCT-001,CRM,Production,SUCCESS,200,1082,1077,5,2636,0,
SYNC-ACCT-001-CRM-20260321,2026-03-21,ACCT-001,CRM,Production,SUCCESS,200,871,869,2,2518,0,
SYNC-ACCT-001-CRM-20260324,2026-03-24,ACCT-001,CRM,Production,SUCCESS,200,1048,1043,5,2834,0,
SYNC-ACCT-001-CRM-20260327,2026-03-27,ACCT-001,CRM,Production,SUCCESS,200,1078,1071,7,2464,0,
SYNC-ACCT-001-CRM-20260330,2026-03-30,ACCT-001,CRM,Production,SUCCESS,200,1143,1139,4,2999,0,
SYNC-ACCT-001-CRM-20260402,2026-04-02,ACCT-001,CRM,Production,SUCCESS,200,1257,1247,10,862,0,
SYNC-ACCT-001-CRM-20260405,2026-04-05,ACCT-001,CRM,Production,SUCCESS,200,1481,1479,2,2047,0,
SYNC-ACCT-001-CRM-20260408,2026-04-08,ACCT-001,CRM,Production,SUCCESS,200,1205,1203,2,2280,0,
SYNC-ACCT-001-CRM-20260411,2026-04-11,ACCT-001,CRM,Production,SUCCESS,200,1652,1647,5,789,0,
SYNC-ACCT-001-CRM-20260414,2026-04-14,ACCT-001,CRM,Production,SUCCESS,200,1483,1477,6,2836,0,
SYNC-ACCT-001-CRM-20260417,2026-04-17,ACCT-001,CRM,Production,SUCCESS,200,1236,1231,5,1449,0,
SYNC-ACCT-001-CRM-20260420,2026-04-20,ACCT-001,CRM,Production,SUCCESS,200,1495,1488,7,2758,0,
SYNC-ACCT-001-CRM-20260423,2026-04-23,ACCT-001,CRM,Production,SUCCESS,200,1319,1314,5,3059,0,
SYNC-ACCT-001-CRM-20260426,2026-04-26,ACCT-001,CRM,Production,SUCCESS,200,1369,1364,5,2906,0,
SYNC-ACCT-001-CRM-20260429,2026-04-29,ACCT-001,CRM,Production,SUCCESS,200,1204,1195,9,1260,0,
SYNC-ACCT-001-CRM-20260502,2026-05-02,ACCT-001,CRM,Production,SUCCESS,200,784,782,2,1624,0,
SYNC-ACCT-001-CRM-20260505,2026-05-05,ACCT-001,CRM,Production,SUCCESS,200,888,885,3,3163,0,
SYNC-ACCT-001-CRM-20260508,2026-05-08,ACCT-001,CRM,Production,SUCCESS,200,1011,1008,3,630,0,
SYNC-ACCT-001-CRM-20260511,2026-05-11,ACCT-001,CRM,Production,SUCCESS,200,1305,1299,6,1646,0,
SYNC-ACCT-001-CRM-20260514,2026-05-14,ACCT-001,CRM,Production,SUCCESS,200,1362,1358,4,908,0,
SYNC-ACCT-001-CRM-20260517,2026-05-17,ACCT-001,CRM,Production,SUCCESS,200,1411,1404,7,547,0,
SYNC-ACCT-001-CRM-20260520,2026-05-20,ACCT-001,CRM,Production,SUCCESS,200,1336,1329,7,2010,0,
SYNC-ACCT-001-CRM-20260523,2026-05-23,ACCT-001,CRM,Production,SUCCESS,200,1117,1109,8,1598,0,
SYNC-ACCT-001-CRM-20260526,2026-05-26,ACCT-001,CRM,Production,SUCCESS,200,806,801,5,1305,0,
SYNC-ACCT-001-CRM-20260529,2026-05-29,ACCT-001,CRM,Production,SUCCESS,200,1429,1424,5,2673,0,
SYNC-ACCT-001-CRM-20260601,2026-06-01,ACCT-001,CRM,Production,SUCCESS,200,1161,1160,1,819,0,
SYNC-ACCT-001-CRM-20260604,2026-06-04,ACCT-001,CRM,Production,SUCCESS,200,842,842,0,1934,0,
SYNC-ACCT-001-CRM-20260607,2026-06-07,ACCT-001,CRM,Production,SUCCESS,200,1416,1414,2,3192,0,
SYNC-ACCT-001-CRM-20260610,2026-06-10,ACCT-001,CRM,Production,SUCCESS,200,1434,1432,2,2928,0,
SYNC-ACCT-001-CRM-20260613,2026-06-13,ACCT-001,CRM,Production,SUCCESS,200,1217,1207,10,653,0,
SYNC-ACCT-001-CRM-20260616,2026-06-16,ACCT-001,CRM,Production,SUCCESS,200,1402,1401,1,2877,0,
SYNC-ACCT-001-CRM-20260619,2026-06-19,ACCT-001,CRM,Production,SUCCESS,200,829,828,1,1094,0,
SYNC-ACCT-001-CRM-20260622,2026-06-22,ACCT-001,CRM,Production,SUCCESS,200,928,926,2,515,0,
SYNC-ACCT-001-CRM-20260625,2026-06-25,ACCT-001,CRM,Production,SUCCESS,200,1007,1002,5,2395,0,
SYNC-ACCT-001-CRM-20260628,2026-06-28,ACCT-001,CRM,Production,SUCCESS,200,736,730,6,3018,0,
SYNC-ACCT-001-BILLING-20250814,2025-08-14,ACCT-001,BILLING,Production,SUCCESS,200,1480,1474,6,1992,0,
SYNC-ACCT-001-BILLING-20250817,2025-08-17,ACCT-001,BILLING,Production,SUCCESS,200,1042,1034,8,1241,0,
SYNC-ACCT-001-BILLING-20250820,2025-08-20,ACCT-001,BILLING,Production,SUCCESS,200,1583,1573,10,1191,0,
SYNC-ACCT-001-BILLING-20250823,2025-08-23,ACCT-001,BILLING,Production,SUCCESS,200,744,740,4,1048,0,
SYNC-ACCT-001-BILLING-20250826,2025-08-26,ACCT-001,BILLING,Production,SUCCESS,200,1067,1063,4,1579,0,
SYNC-ACCT-001-BILLING-20250829,2025-08-29,ACCT-001,BILLING,Production,SUCCESS,200,1575,1570,5,2313,0,
SYNC-ACCT-001-BILLING-20250901,2025-09-01,ACCT-001,BILLING,Production,SUCCESS,200,974,966,8,3039,0,
SYNC-ACCT-001-BILLING-20250904,2025-09-04,ACCT-001,BILLING,Production,SUCCESS,200,1314,1305,9,2569,0,
SYNC-ACCT-001-BILLING-20250907,2025-09-07,ACCT-001,BILLING,Production,SUCCESS,200,722,716,6,1794,0,
SYNC-ACCT-001-BILLING-20250910,2025-09-10,ACCT-001,BILLING,Production,SUCCESS,200,1533,1526,7,534,0,
SYNC-ACCT-001-BILLING-20250913,2025-09-13,ACCT-001,BILLING,Production,SUCCESS,200,1326,1323,3,1423,0,
SYNC-ACCT-001-BILLING-20250916,2025-09-16,ACCT-001,BILLING,Production,SUCCESS,200,1528,1521,7,1251,0,
SYNC-ACCT-001-BILLING-20250919,2025-09-19,ACCT-001,BILLING,Production,SUCCESS,200,1135,1127,8,3278,0,
SYNC-ACCT-001-BILLING-20250922,2025-09-22,ACCT-001,BILLING,Production,SUCCESS,200,1415,1404,11,2121,0,
SYNC-ACCT-001-BILLING-20250925,2025-09-25,ACCT-001,BILLING,Production,SUCCESS,200,1649,1641,8,1319,0,
SYNC-ACCT-001-BILLING-20250928,2025-09-28,ACCT-001,BILLING,Production,SUCCESS,200,1509,1500,9,578,0,
SYNC-ACCT-001-BILLING-20251001,2025-10-01,ACCT-001,BILLING,Production,SUCCESS,200,1582,1571,11,2728,0,
SYNC-ACCT-001-BILLING-20251004,2025-10-04,ACCT-001,BILLING,Production,SUCCESS,200,1521,1510,11,2558,0,
SYNC-ACCT-001-BILLING-20251007,2025-10-07,ACCT-001,BILLING,Production,SUCCESS,200,917,914,3,2466,0,
SYNC-ACCT-001-BILLING-20251010,2025-10-10,ACCT-001,BILLING,Production,SUCCESS,200,911,910,1,1940,0,
SYNC-ACCT-001-BILLING-20251013,2025-10-13,ACCT-001,BILLING,Production,SUCCESS,200,1538,1527,11,1854,0,
SYNC-ACCT-001-BILLING-20251016,2025-10-16,ACCT-001,BILLING,Production,SUCCESS,200,1179,1172,7,899,0,
SYNC-ACCT-001-BILLING-20251019,2025-10-19,ACCT-001,BILLING,Production,SUCCESS,200,1604,1603,1,3045,0,
SYNC-ACCT-001-BILLING-20251022,2025-10-22,ACCT-001,BILLING,Production,SUCCESS,200,928,922,6,3194,0,
SYNC-ACCT-001-BILLING-20251025,2025-10-25,ACCT-001,BILLING,Production,SUCCESS,200,766,763,3,562,0,
SYNC-ACCT-001-BILLING-20251028,2025-10-28,ACCT-001,BILLING,Production,SUCCESS,200,1666,1661,5,3180,0,
SYNC-ACCT-001-BILLING-20251031,2025-10-31,ACCT-001,BILLING,Production,SUCCESS,200,1463,1452,11,2500,0,
SYNC-ACCT-001-BILLING-20251103,2025-11-03,ACCT-001,BILLING,Production,SUCCESS,200,932,927,5,2411,0,
SYNC-ACCT-001-BILLING-20251106,2025-11-06,ACCT-001,BILLING,Production,SUCCESS,200,1264,1258,6,2036,0,
SYNC-ACCT-001-BILLING-20251109,2025-11-09,ACCT-001,BILLING,Production,SUCCESS,200,1652,1645,7,3354,0,
SYNC-ACCT-001-BILLING-20251112,2025-11-12,ACCT-001,BILLING,Production,SUCCESS,200,960,954,6,850,0,
SYNC-ACCT-001-BILLING-20251115,2025-11-15,ACCT-001,BILLING,Production,SUCCESS,200,1382,1373,9,1519,0,
SYNC-ACCT-001-BILLING-20251118,2025-11-18,ACCT-001,BILLING,Production,SUCCESS,200,1581,1576,5,618,0,
SYNC-ACCT-001-BILLING-20251121,2025-11-21,ACCT-001,BILLING,Production,SUCCESS,200,1167,1164,3,1749,0,
SYNC-ACCT-001-BILLING-20251124,2025-11-24,ACCT-001,BILLING,Production,SUCCESS,200,1434,1424,10,1639,0,
SYNC-ACCT-001-BILLING-20251127,2025-11-27,ACCT-001,BILLING,Production,SUCCESS,200,1433,1427,6,2564,0,
SYNC-ACCT-001-BILLING-20251130,2025-11-30,ACCT-001,BILLING,Production,SUCCESS,200,1168,1164,4,2304,0,
SYNC-ACCT-001-BILLING-20251203,2025-12-03,ACCT-001,BILLING,Production,SUCCESS,200,1505,1494,11,2727,0,
SYNC-ACCT-001-BILLING-20251206,2025-12-06,ACCT-001,BILLING,Production,SUCCESS,200,1131,1130,1,2657,0,
SYNC-ACCT-001-BILLING-20251209,2025-12-09,ACCT-001,BILLING,Production,SUCCESS,200,1093,1090,3,1185,0,
SYNC-ACCT-001-BILLING-20251212,2025-12-12,ACCT-001,BILLING,Production,SUCCESS,200,1669,1659,10,2263,0,
SYNC-ACCT-001-BILLING-20251215,2025-12-15,ACCT-001,BILLING,Production,SUCCESS,200,1578,1568,10,3108,0,
SYNC-ACCT-001-BILLING-20251218,2025-12-18,ACCT-001,BILLING,Production,SUCCESS,200,1096,1093,3,1494,0,
SYNC-ACCT-001-BILLING-20251221,2025-12-21,ACCT-001,BILLING,Production,SUCCESS,200,1590,1584,6,547,0,
SYNC-ACCT-001-BILLING-20251224,2025-12-24,ACCT-001,BILLING,Production,SUCCESS,200,799,795,4,3031,0,
SYNC-ACCT-001-BILLING-20251227,2025-12-27,ACCT-001,BILLING,Production,SUCCESS,200,1403,1399,4,2707,0,
SYNC-ACCT-001-BILLING-20251230,2025-12-30,ACCT-001,BILLING,Production,SUCCESS,200,1569,1567,2,610,0,
SYNC-ACCT-001-BILLING-20260102,2026-01-02,ACCT-001,BILLING,Production,SUCCESS,200,1359,1358,1,1112,0,
SYNC-ACCT-001-BILLING-20260105,2026-01-05,ACCT-001,BILLING,Production,SUCCESS,200,1322,1319,3,762,0,
SYNC-ACCT-001-BILLING-20260108,2026-01-08,ACCT-001,BILLING,Production,SUCCESS,200,1118,1109,9,521,0,
SYNC-ACCT-001-BILLING-20260111,2026-01-11,ACCT-001,BILLING,Production,SUCCESS,200,1057,1053,4,1963,0,
SYNC-ACCT-001-BILLING-20260114,2026-01-14,ACCT-001,BILLING,Production,SUCCESS,200,1147,1138,9,1515,0,
SYNC-ACCT-001-BILLING-20260117,2026-01-17,ACCT-001,BILLING,Production,SUCCESS,200,1435,1435,0,762,0,
SYNC-ACCT-001-BILLING-20260120,2026-01-20,ACCT-001,BILLING,Production,SUCCESS,200,1516,1513,3,1054,0,
SYNC-ACCT-001-BILLING-20260123,2026-01-23,ACCT-001,BILLING,Production,SUCCESS,200,1049,1043,6,568,0,
SYNC-ACCT-001-BILLING-20260126,2026-01-26,ACCT-001,BILLING,Production,SUCCESS,200,1032,1027,5,1588,0,
SYNC-ACCT-001-BILLING-20260129,2026-01-29,ACCT-001,BILLING,Production,SUCCESS,200,1286,1286,0,1139,0,
SYNC-ACCT-001-BILLING-20260201,2026-02-01,ACCT-001,BILLING,Production,SUCCESS,200,1289,1279,10,1010,0,
SYNC-ACCT-001-BILLING-20260204,2026-02-04,ACCT-001,BILLING,Production,SUCCESS,200,1546,1538,8,2169,0,
SYNC-ACCT-001-BILLING-20260207,2026-02-07,ACCT-001,BILLING,Production,SUCCESS,200,1295,1294,1,3178,0,
SYNC-ACCT-001-BILLING-20260210,2026-02-10,ACCT-001,BILLING,Production,SUCCESS,200,1652,1652,0,753,0,
SYNC-ACCT-001-BILLING-20260213,2026-02-13,ACCT-001,BILLING,Production,SUCCESS,200,952,946,6,948,0,
SYNC-ACCT-001-BILLING-20260216,2026-02-16,ACCT-001,BILLING,Production,SUCCESS,200,1142,1137,5,2029,0,
SYNC-ACCT-001-BILLING-20260219,2026-02-19,ACCT-001,BILLING,Production,SUCCESS,200,1150,1143,7,1269,0,
SYNC-ACCT-001-BILLING-20260222,2026-02-22,ACCT-001,BILLING,Production,SUCCESS,200,846,840,6,1421,0,
SYNC-ACCT-001-BILLING-20260225,2026-02-25,ACCT-001,BILLING,Production,SUCCESS,200,1388,1387,1,878,0,
SYNC-ACCT-001-BILLING-20260228,2026-02-28,ACCT-001,BILLING,Production,SUCCESS,200,1217,1217,0,1495,0,
SYNC-ACCT-001-BILLING-20260303,2026-03-03,ACCT-001,BILLING,Production,SUCCESS,200,1077,1077,0,2509,0,
SYNC-ACCT-001-BILLING-20260306,2026-03-06,ACCT-001,BILLING,Production,SUCCESS,200,1233,1230,3,1092,0,
SYNC-ACCT-001-BILLING-20260309,2026-03-09,ACCT-001,BILLING,Production,SUCCESS,200,1520,1519,1,743,0,
SYNC-ACCT-001-BILLING-20260312,2026-03-12,ACCT-001,BILLING,Production,SUCCESS,200,869,862,7,1317,0,
SYNC-ACCT-001-BILLING-20260315,2026-03-15,ACCT-001,BILLING,Production,SUCCESS,200,1080,1078,2,2757,0,
SYNC-ACCT-001-BILLING-20260318,2026-03-18,ACCT-001,BILLING,Production,SUCCESS,200,1500,1496,4,2319,0,
SYNC-ACCT-001-BILLING-20260321,2026-03-21,ACCT-001,BILLING,Production,SUCCESS,200,1411,1406,5,3037,0,
SYNC-ACCT-001-BILLING-20260324,2026-03-24,ACCT-001,BILLING,Production,SUCCESS,200,1618,1614,4,976,0,
SYNC-ACCT-001-BILLING-20260327,2026-03-27,ACCT-001,BILLING,Production,SUCCESS,200,1545,1537,8,2050,0,
SYNC-ACCT-001-BILLING-20260330,2026-03-30,ACCT-001,BILLING,Production,SUCCESS,200,730,725,5,2881,0,
SYNC-ACCT-001-BILLING-20260402,2026-04-02,ACCT-001,BILLING,Production,SUCCESS,200,1085,1081,4,775,0,
SYNC-ACCT-001-BILLING-20260405,2026-04-05,ACCT-001,BILLING,Production,SUCCESS,200,778,777,1,651,0,
SYNC-ACCT-001-BILLING-20260408,2026-04-08,ACCT-001,BILLING,Production,SUCCESS,200,1421,1412,9,1797,0,
SYNC-ACCT-001-BILLING-20260411,2026-04-11,ACCT-001,BILLING,Production,SUCCESS,200,1513,1513,0,1035,0,
SYNC-ACCT-001-BILLING-20260414,2026-04-14,ACCT-001,BILLING,Production,SUCCESS,200,1423,1415,8,2897,0,
SYNC-ACCT-001-BILLING-20260417,2026-04-17,ACCT-001,BILLING,Production,SUCCESS,200,1265,1259,6,2451,0,
SYNC-ACCT-001-BILLING-20260420,2026-04-20,ACCT-001,BILLING,Production,SUCCESS,200,1333,1333,0,2803,0,
SYNC-ACCT-001-BILLING-20260423,2026-04-23,ACCT-001,BILLING,Production,SUCCESS,200,1197,1191,6,2731,0,
SYNC-ACCT-001-BILLING-20260426,2026-04-26,ACCT-001,BILLING,Production,SUCCESS,200,886,885,1,2858,0,
SYNC-ACCT-001-BILLING-20260429,2026-04-29,ACCT-001,BILLING,Production,SUCCESS,200,877,876,1,2325,0,
SYNC-ACCT-001-BILLING-20260502,2026-05-02,ACCT-001,BILLING,Production,SUCCESS,200,1198,1188,10,2973,0,
SYNC-ACCT-001-BILLING-20260505,2026-05-05,ACCT-001,BILLING,Production,SUCCESS,200,1391,1387,4,2423,0,
SYNC-ACCT-001-BILLING-20260508,2026-05-08,ACCT-001,BILLING,Production,SUCCESS,200,1005,1004,1,2775,0,
SYNC-ACCT-001-BILLING-20260511,2026-05-11,ACCT-001,BILLING,Production,SUCCESS,200,985,981,4,888,0,
SYNC-ACCT-001-BILLING-20260514,2026-05-14,ACCT-001,BILLING,Production,SUCCESS,200,1321,1313,8,1582,0,
SYNC-ACCT-001-BILLING-20260517,2026-05-17,ACCT-001,BILLING,Production,SUCCESS,200,1419,1409,10,2058,0,
SYNC-ACCT-001-BILLING-20260520,2026-05-20,ACCT-001,BILLING,Production,SUCCESS,200,1577,1576,1,1277,0,
SYNC-ACCT-001-BILLING-20260523,2026-05-23,ACCT-001,BILLING,Production,SUCCESS,200,1606,1600,6,1985,0,
SYNC-ACCT-001-BILLING-20260526,2026-05-26,ACCT-001,BILLING,Production,SUCCESS,200,1011,1008,3,2113,0,
SYNC-ACCT-001-BILLING-20260529,2026-05-29,ACCT-001,BILLING,Production,SUCCESS,200,1440,1437,3,1457,0,
SYNC-ACCT-001-BILLING-20260601,2026-06-01,ACCT-001,BILLING,Production,SUCCESS,200,1177,1171,6,1407,0,
SYNC-ACCT-001-BILLING-20260604,2026-06-04,ACCT-001,BILLING,Production,SUCCESS,200,1569,1569,0,3391,0,
SYNC-ACCT-001-BILLING-20260607,2026-06-07,ACCT-001,BILLING,Production,SUCCESS,200,1449,1447,2,2027,0,
SYNC-ACCT-001-BILLING-20260610,2026-06-10,ACCT-001,BILLING,Production,SUCCESS,200,766,762,4,2350,0,
SYNC-ACCT-001-BILLING-20260613,2026-06-13,ACCT-001,BILLING,Production,SUCCESS,200,1585,1578,7,1482,0,
SYNC-ACCT-001-BILLING-20260616,2026-06-16,ACCT-001,BILLING,Production,SUCCESS,200,1220,1214,6,2228,0,
SYNC-ACCT-001-BILLING-20260619,2026-06-19,ACCT-001,BILLING,Production,SUCCESS,200,992,991,1,575,0,
SYNC-ACCT-001-BILLING-20260622,2026-06-22,ACCT-001,BILLING,Production,SUCCESS,200,1011,1011,0,884,0,
SYNC-ACCT-001-BILLING-20260625,2026-06-25,ACCT-001,BILLING,Production,SUCCESS,200,1112,1112,0,2595,0,
SYNC-ACCT-001-BILLING-20260628,2026-06-28,ACCT-001,BILLING,Production,SUCCESS,200,1499,1489,10,552,0,
SYNC-ACCT-002-CRM-20250820,2025-08-20,ACCT-002,CRM,Production,SUCCESS,200,1114,1108,6,1150,0,
