run_id,run_date,asset_id,scheduled_at,completed_at,freshness_minutes,rows_expected,rows_loaded,pipeline_status,schema_version,governed_value,dashboard_value
RUN-20260315-CRM_LEADS,2026-03-15,CRM_LEADS,2026-03-15T02:00:00Z,2026-03-15T04:35:00Z,155,100,100,SUCCEEDED,v1,26196.96,26208.31
RUN-20260315-COMMERCE_ORDERS,2026-03-15,COMMERCE_ORDERS,2026-03-15T02:00:00Z,2026-03-15T03:05:00Z,65,100,100,SUCCEEDED,v1,27656.1,27678.32
RUN-20260315-CAMPAIGN_SPEND,2026-03-15,CAMPAIGN_SPEND,2026-03-15T02:00:00Z,2026-03-15T04:37:00Z,157,100,100,SUCCEEDED,v1,25207.07,25269.24
RUN-20260316-WEB_EVENTS,2026-03-16,WEB_EVENTS,2026-03-16T02:00:00Z,2026-03-16T03:22:00Z,82,100,100,SUCCEEDED,v1,25619.31,25668.39
RUN-20260316-CRM_LEADS,2026-03-16,CRM_LEADS,2026-03-16T02:00:00Z,2026-03-16T03:39:00Z,99,100,100,SUCCEEDED,v1,25510.44,25530.13
RUN-20260316-COMMERCE_ORDERS,2026-03-16,COMMERCE_ORDERS,2026-03-16T02:00:00Z,2026-03-16T04:41:00Z,161,100,100,SUCCEEDED,v1,24513.53,24568.19
RUN-20260316-CAMPAIGN_SPEND,2026-03-16,CAMPAIGN_SPEND,2026-03-16T02:00:00Z,2026-03-16T03:31:00Z,91,100,100,SUCCEEDED,v1,27219.43,27232.19
RUN-20260317-WEB_EVENTS,2026-03-17,WEB_EVENTS,2026-03-17T02:00:00Z,2026-03-17T04:24:00Z,144,100,100,SUCCEEDED,v1,26497.94,26528.12
RUN-20260317-CRM_LEADS,2026-03-17,CRM_LEADS,2026-03-17T02:00:00Z,2026-03-17T03:38:00Z,98,100,100,SUCCEEDED,v1,26442.47,26488.14
RUN-20260317-COMMERCE_ORDERS,2026-03-17,COMMERCE_ORDERS,2026-03-17T02:00:00Z,2026-03-17T03:20:00Z,80,100,100,SUCCEEDED,v1,25438.22,25517.33
RUN-20260317-CAMPAIGN_SPEND,2026-03-17,CAMPAIGN_SPEND,2026-03-17T02:00:00Z,2026-03-17T04:58:00Z,178,100,100,SUCCEEDED,v1,26863.17,26931.63
RUN-20260318-WEB_EVENTS,2026-03-18,WEB_EVENTS,2026-03-18T02:00:00Z,2026-03-18T04:20:00Z,140,100,100,SUCCEEDED,v1,25488.34,25569.46
RUN-20260318-CRM_LEADS,2026-03-18,CRM_LEADS,2026-03-18T02:00:00Z,2026-03-18T04:27:00Z,147,100,100,SUCCEEDED,v1,26157.62,26169.25
RUN-20260318-COMMERCE_ORDERS,2026-03-18,COMMERCE_ORDERS,2026-03-18T02:00:00Z,2026-03-18T04:00:00Z,120,100,100,SUCCEEDED,v1,26587.04,26651.33
RUN-20260318-CAMPAIGN_SPEND,2026-03-18,CAMPAIGN_SPEND,2026-03-18T02:00:00Z,2026-03-18T05:01:00Z,181,100,100,SUCCEEDED,v1,28102.44,28146.29
RUN-20260319-WEB_EVENTS,2026-03-19,WEB_EVENTS,2026-03-19T02:00:00Z,2026-03-19T03:02:00Z,62,100,100,SUCCEEDED,v1,26808.01,26877.89
RUN-20260319-CRM_LEADS,2026-03-19,CRM_LEADS,2026-03-19T02:00:00Z,2026-03-19T04:05:00Z,125,100,100,SUCCEEDED,v1,26337.1,26412.8
RUN-20260319-COMMERCE_ORDERS,2026-03-19,COMMERCE_ORDERS,2026-03-19T02:00:00Z,2026-03-19T04:38:00Z,158,100,100,SUCCEEDED,v1,25643.96,25698.72
RUN-20260319-CAMPAIGN_SPEND,2026-03-19,CAMPAIGN_SPEND,2026-03-19T02:00:00Z,2026-03-19T03:56:00Z,116,100,100,SUCCEEDED,v1,25661.16,25742.1
RUN-20260320-WEB_EVENTS,2026-03-20,WEB_EVENTS,2026-03-20T02:00:00Z,2026-03-20T04:39:00Z,159,100,100,SUCCEEDED,v1,24559.91,24588.01
RUN-20260320-CRM_LEADS,2026-03-20,CRM_LEADS,2026-03-20T02:00:00Z,2026-03-20T03:48:00Z,108,100,100,SUCCEEDED,v1,24737.16,24806.13
RUN-20260320-COMMERCE_ORDERS,2026-03-20,COMMERCE_ORDERS,2026-03-20T02:00:00Z,2026-03-20T03:18:00Z,78,100,100,SUCCEEDED,v1,26658.44,26705.72
RUN-20260320-CAMPAIGN_SPEND,2026-03-20,CAMPAIGN_SPEND,2026-03-20T02:00:00Z,2026-03-20T04:52:00Z,172,100,100,SUCCEEDED,v1,26507.47,26544.44
RUN-20260321-WEB_EVENTS,2026-03-21,WEB_EVENTS,2026-03-21T02:00:00Z,2026-03-21T03:22:00Z,82,100,100,SUCCEEDED,v1,26430.54,26461.4
RUN-20260321-CRM_LEADS,2026-03-21,CRM_LEADS,2026-03-21T02:00:00Z,2026-03-21T04:43:00Z,163,100,100,SUCCEEDED,v1,24252.11,24313.34
RUN-20260321-COMMERCE_ORDERS,2026-03-21,COMMERCE_ORDERS,2026-03-21T02:00:00Z,2026-03-21T03:41:00Z,101,100,100,SUCCEEDED,v1,26675.47,26748.28
RUN-20260321-CAMPAIGN_SPEND,2026-03-21,CAMPAIGN_SPEND,2026-03-21T02:00:00Z,2026-03-21T04:10:00Z,130,100,100,SUCCEEDED,v1,24572.74,24641.4
RUN-20260322-WEB_EVENTS,2026-03-22,WEB_EVENTS,2026-03-22T02:00:00Z,2026-03-22T04:04:00Z,124,100,100,SUCCEEDED,v1,24968.46,25027.49
RUN-20260322-CRM_LEADS,2026-03-22,CRM_LEADS,2026-03-22T02:00:00Z,2026-03-22T04:04:00Z,124,100,100,SUCCEEDED,v1,26561.45,26634.9
RUN-20260322-COMMERCE_ORDERS,2026-03-22,COMMERCE_ORDERS,2026-03-22T02:00:00Z,2026-03-22T04:10:00Z,130,100,100,SUCCEEDED,v1,25027.72,25038.88
RUN-20260322-CAMPAIGN_SPEND,2026-03-22,CAMPAIGN_SPEND,2026-03-22T02:00:00Z,2026-03-22T04:27:00Z,147,100,100,SUCCEEDED,v1,24330.49,24369.25
RUN-20260323-WEB_EVENTS,2026-03-23,WEB_EVENTS,2026-03-23T02:00:00Z,2026-03-23T03:26:00Z,86,100,100,SUCCEEDED,v1,24598.31,24668.26
RUN-20260323-CRM_LEADS,2026-03-23,CRM_LEADS,2026-03-23T02:00:00Z,2026-03-23T03:23:00Z,83,100,100,SUCCEEDED,v1,26921.98,26992.03
RUN-20260323-COMMERCE_ORDERS,2026-03-23,COMMERCE_ORDERS,2026-03-23T02:00:00Z,2026-03-23T04:39:00Z,159,100,100,SUCCEEDED,v1,25069.49,25100.68
RUN-20260323-CAMPAIGN_SPEND,2026-03-23,CAMPAIGN_SPEND,2026-03-23T02:00:00Z,2026-03-23T02:58:00Z,58,100,100,SUCCEEDED,v1,25713.33,25775.73
RUN-20260324-WEB_EVENTS,2026-03-24,WEB_EVENTS,2026-03-24T02:00:00Z,2026-03-24T04:14:00Z,134,100,100,SUCCEEDED,v1,28316.39,28328.96
RUN-20260324-CRM_LEADS,2026-03-24,CRM_LEADS,2026-03-24T02:00:00Z,2026-03-24T05:05:00Z,185,100,100,SUCCEEDED,v1,26049.8,26124.43
RUN-20260324-COMMERCE_ORDERS,2026-03-24,COMMERCE_ORDERS,2026-03-24T02:00:00Z,2026-03-24T03:34:00Z,94,100,100,SUCCEEDED,v1,26032.3,26069.74
RUN-20260324-CAMPAIGN_SPEND,2026-03-24,CAMPAIGN_SPEND,2026-03-24T02:00:00Z,2026-03-24T03:22:00Z,82,100,100,SUCCEEDED,v1,26229.84,26298.43
RUN-20260325-WEB_EVENTS,2026-03-25,WEB_EVENTS,2026-03-25T02:00:00Z,2026-03-25T04:14:00Z,134,100,100,SUCCEEDED,v1,26291.09,26347.79
RUN-20260325-CRM_LEADS,2026-03-25,CRM_LEADS,2026-03-25T02:00:00Z,2026-03-25T03:08:00Z,68,100,100,SUCCEEDED,v1,25729.94,25799.46
RUN-20260325-COMMERCE_ORDERS,2026-03-25,COMMERCE_ORDERS,2026-03-25T02:00:00Z,2026-03-25T03:35:00Z,95,100,100,SUCCEEDED,v1,27993.25,28058.29
RUN-20260325-CAMPAIGN_SPEND,2026-03-25,CAMPAIGN_SPEND,2026-03-25T02:00:00Z,2026-03-25T02:59:00Z,59,100,100,SUCCEEDED,v1,27648.76,27711.49
RUN-20260326-WEB_EVENTS,2026-03-26,WEB_EVENTS,2026-03-26T02:00:00Z,2026-03-26T03:43:00Z,103,100,100,SUCCEEDED,v1,25483.75,25526.8
RUN-20260326-CRM_LEADS,2026-03-26,CRM_LEADS,2026-03-26T02:00:00Z,2026-03-26T04:45:00Z,165,100,100,SUCCEEDED,v1,25318.74,25338.87
RUN-20260326-COMMERCE_ORDERS,2026-03-26,COMMERCE_ORDERS,2026-03-26T02:00:00Z,2026-03-26T03:19:00Z,79,100,100,SUCCEEDED,v1,26353.2,26419.72
RUN-20260326-CAMPAIGN_SPEND,2026-03-26,CAMPAIGN_SPEND,2026-03-26T02:00:00Z,2026-03-26T04:51:00Z,171,100,100,SUCCEEDED,v1,25943.51,26005.91
RUN-20260327-WEB_EVENTS,2026-03-27,WEB_EVENTS,2026-03-27T02:00:00Z,2026-03-27T04:23:00Z,143,100,100,SUCCEEDED,v1,27066.18,27136.82
RUN-20260327-CRM_LEADS,2026-03-27,CRM_LEADS,2026-03-27T02:00:00Z,2026-03-27T05:00:00Z,180,100,100,SUCCEEDED,v1,25912.44,25983.28
RUN-20260327-COMMERCE_ORDERS,2026-03-27,COMMERCE_ORDERS,2026-03-27T02:00:00Z,2026-03-27T04:21:00Z,141,100,100,SUCCEEDED,v1,23187.7,23260.27
RUN-20260327-CAMPAIGN_SPEND,2026-03-27,CAMPAIGN_SPEND,2026-03-27T02:00:00Z,2026-03-27T04:43:00Z,163,100,100,SUCCEEDED,v1,26688.7,26766.53
RUN-20260328-WEB_EVENTS,2026-03-28,WEB_EVENTS,2026-03-28T02:00:00Z,2026-03-28T04:39:00Z,159,100,100,SUCCEEDED,v1,27729.32,27786.39
RUN-20260328-CRM_LEADS,2026-03-28,CRM_LEADS,2026-03-28T02:00:00Z,2026-03-28T04:12:00Z,132,100,100,SUCCEEDED,v1,27216.27,27234.59
RUN-20260328-COMMERCE_ORDERS,2026-03-28,COMMERCE_ORDERS,2026-03-28T02:00:00Z,2026-03-28T03:49:00Z,109,100,100,SUCCEEDED,v1,24275.61,24287.15
RUN-20260328-CAMPAIGN_SPEND,2026-03-28,CAMPAIGN_SPEND,2026-03-28T02:00:00Z,2026-03-28T04:12:00Z,132,100,100,SUCCEEDED,v1,28724.55,28747.37
RUN-20260329-WEB_EVENTS,2026-03-29,WEB_EVENTS,2026-03-29T02:00:00Z,2026-03-29T03:21:00Z,81,100,100,SUCCEEDED,v1,24814.45,24848.78
RUN-20260329-CRM_LEADS,2026-03-29,CRM_LEADS,2026-03-29T02:00:00Z,2026-03-29T03:32:00Z,92,100,100,SUCCEEDED,v1,24787.19,24835.23
RUN-20260329-COMMERCE_ORDERS,2026-03-29,COMMERCE_ORDERS,2026-03-29T02:00:00Z,2026-03-29T04:07:00Z,127,100,100,SUCCEEDED,v1,27673.85,27758.11
RUN-20260329-CAMPAIGN_SPEND,2026-03-29,CAMPAIGN_SPEND,2026-03-29T02:00:00Z,2026-03-29T03:52:00Z,112,100,100,SUCCEEDED,v1,28664.54,28734.63
RUN-20260330-WEB_EVENTS,2026-03-30,WEB_EVENTS,2026-03-30T02:00:00Z,2026-03-30T04:05:00Z,125,100,100,SUCCEEDED,v1,24066.55,24121.13
RUN-20260330-CRM_LEADS,2026-03-30,CRM_LEADS,2026-03-30T02:00:00Z,2026-03-30T03:50:00Z,110,100,100,SUCCEEDED,v1,26772.05,26826.83
RUN-20260330-COMMERCE_ORDERS,2026-03-30,COMMERCE_ORDERS,2026-03-30T02:00:00Z,2026-03-30T04:07:00Z,127,100,100,SUCCEEDED,v1,25494.59,25515.61
RUN-20260330-CAMPAIGN_SPEND,2026-03-30,CAMPAIGN_SPEND,2026-03-30T02:00:00Z,2026-03-30T03:47:00Z,107,100,100,SUCCEEDED,v1,24960.19,24975.34
RUN-20260331-WEB_EVENTS,2026-03-31,WEB_EVENTS,2026-03-31T02:00:00Z,2026-03-31T04:05:00Z,125,100,100,SUCCEEDED,v1,26604.9,26666.02
RUN-20260331-CRM_LEADS,2026-03-31,CRM_LEADS,2026-03-31T02:00:00Z,2026-03-31T04:21:00Z,141,100,100,SUCCEEDED,v1,25610.11,25689.2
RUN-20260331-COMMERCE_ORDERS,2026-03-31,COMMERCE_ORDERS,2026-03-31T02:00:00Z,2026-03-31T03:50:00Z,110,100,100,SUCCEEDED,v1,25619.2,25663.41
RUN-20260331-CAMPAIGN_SPEND,2026-03-31,CAMPAIGN_SPEND,2026-03-31T02:00:00Z,2026-03-31T04:50:00Z,170,100,100,SUCCEEDED,v1,26622.25,26647.53
RUN-20260401-WEB_EVENTS,2026-04-01,WEB_EVENTS,2026-04-01T02:00:00Z,2026-04-01T04:49:00Z,169,100,100,SUCCEEDED,v1,28988.79,29028.51
RUN-20260401-CRM_LEADS,2026-04-01,CRM_LEADS,2026-04-01T02:00:00Z,2026-04-01T03:56:00Z,116,100,100,SUCCEEDED,v1,26028.99,26096.57
RUN-20260401-COMMERCE_ORDERS,2026-04-01,COMMERCE_ORDERS,2026-04-01T02:00:00Z,2026-04-01T03:49:00Z,109,100,100,SUCCEEDED,v1,27373.95,27459.46
RUN-20260401-CAMPAIGN_SPEND,2026-04-01,CAMPAIGN_SPEND,2026-04-01T02:00:00Z,2026-04-01T03:43:00Z,103,100,100,SUCCEEDED,v1,27841.52,27885.27
RUN-20260402-WEB_EVENTS,2026-04-02,WEB_EVENTS,2026-04-02T02:00:00Z,2026-04-02T04:29:00Z,149,100,100,SUCCEEDED,v1,28188.16,28234.01
RUN-20260402-CRM_LEADS,2026-04-02,CRM_LEADS,2026-04-02T02:00:00Z,2026-04-02T04:03:00Z,123,100,100,SUCCEEDED,v1,24966.26,25016.89
RUN-20260402-COMMERCE_ORDERS,2026-04-02,COMMERCE_ORDERS,2026-04-02T02:00:00Z,2026-04-02T03:19:00Z,79,100,100,SUCCEEDED,v1,24617.3,24681.25
RUN-20260402-CAMPAIGN_SPEND,2026-04-02,CAMPAIGN_SPEND,2026-04-02T02:00:00Z,2026-04-02T03:47:00Z,107,100,100,SUCCEEDED,v1,23988.42,24024.81
RUN-20260403-WEB_EVENTS,2026-04-03,WEB_EVENTS,2026-04-03T02:00:00Z,2026-04-03T03:55:00Z,115,100,100,SUCCEEDED,v1,26317.95,26362.9
RUN-20260403-CRM_LEADS,2026-04-03,CRM_LEADS,2026-04-03T02:00:00Z,2026-04-03T04:34:00Z,154,100,100,SUCCEEDED,v1,25756.23,25806.62
RUN-20260403-COMMERCE_ORDERS,2026-04-03,COMMERCE_ORDERS,2026-04-03T02:00:00Z,2026-04-03T03:07:00Z,67,100,100,SUCCEEDED,v1,28798.14,28816.92
RUN-20260403-CAMPAIGN_SPEND,2026-04-03,CAMPAIGN_SPEND,2026-04-03T02:00:00Z,2026-04-03T04:05:00Z,125,100,100,SUCCEEDED,v1,26968.63,27032.42
RUN-20260404-WEB_EVENTS,2026-04-04,WEB_EVENTS,2026-04-04T02:00:00Z,2026-04-04T04:14:00Z,134,100,100,SUCCEEDED,v1,25775.42,25821.19
RUN-20260404-CRM_LEADS,2026-04-04,CRM_LEADS,2026-04-04T02:00:00Z,2026-04-04T04:27:00Z,147,100,100,SUCCEEDED,v1,24512.21,24577.03
RUN-20260404-COMMERCE_ORDERS,2026-04-04,COMMERCE_ORDERS,2026-04-04T02:00:00Z,2026-04-04T03:42:00Z,102,100,100,SUCCEEDED,v1,26516.79,26594.08
RUN-20260404-CAMPAIGN_SPEND,2026-04-04,CAMPAIGN_SPEND,2026-04-04T02:00:00Z,2026-04-04T04:54:00Z,174,100,100,SUCCEEDED,v1,25581.57,25644.8
RUN-20260405-WEB_EVENTS,2026-04-05,WEB_EVENTS,2026-04-05T02:00:00Z,2026-04-05T04:23:00Z,143,100,100,SUCCEEDED,v1,24361.15,24395.67
RUN-20260405-CRM_LEADS,2026-04-05,CRM_LEADS,2026-04-05T02:00:00Z,2026-04-05T03:47:00Z,107,100,100,SUCCEEDED,v1,24983.77,25037.49
RUN-20260405-COMMERCE_ORDERS,2026-04-05,COMMERCE_ORDERS,2026-04-05T02:00:00Z,2026-04-05T04:25:00Z,145,100,100,SUCCEEDED,v1,26561.89,26635.34
RUN-20260405-CAMPAIGN_SPEND,2026-04-05,CAMPAIGN_SPEND,2026-04-05T02:00:00Z,2026-04-05T03:23:00Z,83,100,100,SUCCEEDED,v1,26226.27,26253.75
