date,month,sku_id,product_name,brand,category,market,channel,promo_id,gross_units,return_units,net_units,baseline_units,list_price_eur,discount_pct,gross_revenue_eur,return_value_eur,discount_value_eur,net_revenue_eur,cogs_eur,gross_profit_eur
2025-01-01,2025-01,SKU-05,Luma Oats,Luma,Breakfast,Central,Grocery,,29,0,29,29,3.8,0.0,110.2,0.0,0.0,110.2,41.76,68.44
2025-01-01,2025-01,SKU-05,Luma Oats,Luma,Breakfast,Central,Convenience,,22,0,22,22,3.8,0.0,83.6,0.0,0.0,83.6,31.68,51.92
2025-01-01,2025-01,SKU-05,Luma Oats,Luma,Breakfast,Central,Ecommerce,,19,1,18,19,3.8,0.0,72.2,3.8,0.0,68.4,25.92,42.48
2025-01-01,2025-01,SKU-05,Luma Oats,Luma,Breakfast,Central,Wholesale,,27,0,27,27,3.8,0.0,102.6,0.0,0.0,102.6,38.88,63.72
2025-01-01,2025-01,SKU-05,Luma Oats,Luma,Breakfast,West,Grocery,,24,0,24,24,3.686,0.0,88.46,0.0,0.0,88.46,34.56,53.9
2025-01-01,2025-01,SKU-05,Luma Oats,Luma,Breakfast,West,Convenience,,15,0,15,15,3.686,0.0,55.29,0.0,0.0,55.29,21.6,33.69
2025-01-01,2025-01,SKU-05,Luma Oats,Luma,Breakfast,West,Ecommerce,,14,1,13,14,3.686,0.0,51.6,3.69,0.0,47.92,18.72,29.2
2025-01-01,2025-01,SKU-05,Luma Oats,Luma,Breakfast,West,Wholesale,,21,0,21,21,3.686,0.0,77.41,0.0,0.0,77.41,30.24,47.17
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,North,Grocery,,30,0,30,30,4.83,0.0,144.9,0.0,0.0,144.9,54.9,90.0
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,North,Convenience,,18,0,18,18,4.83,0.0,86.94,0.0,0.0,86.94,32.94,54.0
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,North,Ecommerce,,17,1,16,17,4.83,0.0,82.11,4.83,0.0,77.28,29.28,48.0
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,North,Wholesale,,23,0,23,23,4.83,0.0,111.09,0.0,0.0,111.09,42.09,69.0
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,South,Grocery,,22,0,22,22,4.324,0.0,95.13,0.0,0.0,95.13,40.26,54.87
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,South,Convenience,,16,0,16,16,4.324,0.0,69.18,0.0,0.0,69.18,29.28,39.9
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,South,Ecommerce,,14,1,13,14,4.324,0.0,60.54,4.32,0.0,56.21,23.79,32.42
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,South,Wholesale,,21,0,21,21,4.324,0.0,90.8,0.0,0.0,90.8,38.43,52.37
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,Central,Grocery,,33,0,33,33,4.6,0.0,151.8,0.0,0.0,151.8,60.39,91.41
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,Central,Convenience,,19,0,19,19,4.6,0.0,87.4,0.0,0.0,87.4,34.77,52.63
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,Central,Ecommerce,,16,0,16,16,4.6,0.0,73.6,0.0,0.0,73.6,29.28,44.32
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,Central,Wholesale,,28,0,28,28,4.6,0.0,128.8,0.0,0.0,128.8,51.24,77.56
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,West,Grocery,,22,0,22,22,4.462,0.0,98.16,0.0,0.0,98.16,40.26,57.9
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,West,Convenience,,14,0,14,14,4.462,0.0,62.47,0.0,0.0,62.47,25.62,36.85
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,West,Ecommerce,,13,1,12,13,4.462,0.0,58.01,4.46,0.0,53.54,21.96,31.58
2025-01-01,2025-01,SKU-06,Luma Granola,Luma,Breakfast,West,Wholesale,,17,0,17,17,4.462,0.0,75.85,0.0,0.0,75.85,31.11,44.74
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,North,Grocery,,29,0,29,29,4.41,0.0,127.89,0.0,0.0,127.89,46.98,80.91
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,North,Convenience,,15,0,15,15,4.41,0.0,66.15,0.0,0.0,66.15,24.3,41.85
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,North,Ecommerce,,13,1,12,13,4.41,0.0,57.33,4.41,0.0,52.92,19.44,33.48
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,North,Wholesale,,23,0,23,23,4.41,0.0,101.43,0.0,0.0,101.43,37.26,64.17
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,South,Grocery,,24,0,24,24,3.948,0.0,94.75,0.0,0.0,94.75,38.88,55.87
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,South,Convenience,,14,0,14,14,3.948,0.0,55.27,0.0,0.0,55.27,22.68,32.59
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,South,Ecommerce,,14,1,13,14,3.948,0.0,55.27,3.95,0.0,51.32,21.06,30.26
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,South,Wholesale,,22,0,22,22,3.948,0.0,86.86,0.0,0.0,86.86,35.64,51.22
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,Central,Grocery,,26,0,26,26,4.2,0.0,109.2,0.0,0.0,109.2,42.12,67.08
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,Central,Convenience,,16,0,16,16,4.2,0.0,67.2,0.0,0.0,67.2,25.92,41.28
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,Central,Ecommerce,,17,1,16,17,4.2,0.0,71.4,4.2,0.0,67.2,25.92,41.28
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,Central,Wholesale,,27,0,27,27,4.2,0.0,113.4,0.0,0.0,113.4,43.74,69.66
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,West,Grocery,,18,0,18,18,4.074,0.0,73.33,0.0,0.0,73.33,29.16,44.17
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,West,Convenience,,11,0,11,11,4.074,0.0,44.81,0.0,0.0,44.81,17.82,26.99
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,West,Ecommerce,,11,0,11,11,4.074,0.0,44.81,0.0,0.0,44.81,17.82,26.99
2025-01-01,2025-01,SKU-07,Northstar Porridge,Northstar,Breakfast,West,Wholesale,,15,0,15,15,4.074,0.0,61.11,0.0,0.0,61.11,24.3,36.81
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,North,Grocery,,21,0,21,21,5.145,0.0,108.05,0.0,0.0,108.05,40.74,67.31
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,North,Convenience,,15,0,15,15,5.145,0.0,77.18,0.0,0.0,77.18,29.1,48.08
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,North,Ecommerce,,15,1,14,15,5.145,0.0,77.18,5.15,0.0,72.03,27.16,44.87
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,North,Wholesale,,22,0,22,22,5.145,0.0,113.19,0.0,0.0,113.19,42.68,70.51
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,South,Grocery,,18,0,18,18,4.606,0.0,82.91,0.0,0.0,82.91,34.92,47.99
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,South,Convenience,,13,0,13,13,4.606,0.0,59.88,0.0,0.0,59.88,25.22,34.66
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,South,Ecommerce,,11,1,10,11,4.606,0.0,50.67,4.61,0.0,46.06,19.4,26.66
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,South,Wholesale,,19,0,19,19,4.606,0.0,87.51,0.0,0.0,87.51,36.86,50.65
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,Central,Grocery,,27,0,27,27,4.9,0.0,132.3,0.0,0.0,132.3,52.38,79.92
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,Central,Convenience,,15,0,15,15,4.9,0.0,73.5,0.0,0.0,73.5,29.1,44.4
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,Central,Ecommerce,,15,1,14,15,4.9,0.0,73.5,4.9,0.0,68.6,27.16,41.44
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,Central,Wholesale,,23,0,23,23,4.9,0.0,112.7,0.0,0.0,112.7,44.62,68.08
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,West,Grocery,,15,0,15,15,4.753,0.0,71.3,0.0,0.0,71.3,29.1,42.2
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,West,Convenience,,10,0,10,10,4.753,0.0,47.53,0.0,0.0,47.53,19.4,28.13
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,West,Ecommerce,,10,0,10,10,4.753,0.0,47.53,0.0,0.0,47.53,19.4,28.13
2025-01-01,2025-01,SKU-08,Halo Muesli,Halo,Breakfast,West,Wholesale,,14,0,14,14,4.753,0.0,66.54,0.0,0.0,66.54,27.16,39.38
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,North,Grocery,,59,1,58,59,1.785,0.0,105.31,1.78,0.0,103.53,33.64,69.89
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,North,Convenience,,38,0,38,38,1.785,0.0,67.83,0.0,0.0,67.83,22.04,45.79
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,North,Ecommerce,,36,2,34,36,1.785,0.0,64.26,3.57,0.0,60.69,19.72,40.97
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,North,Wholesale,,55,0,55,55,1.785,0.0,98.17,0.0,0.0,98.17,31.9,66.28
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,South,Grocery,,51,1,50,51,1.598,0.0,81.5,1.6,0.0,79.9,29.0,50.9
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,South,Convenience,,30,0,30,30,1.598,0.0,47.94,0.0,0.0,47.94,17.4,30.54
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,South,Ecommerce,,26,1,25,26,1.598,0.0,41.55,1.6,0.0,39.95,14.5,25.45
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,South,Wholesale,,43,0,43,43,1.598,0.0,68.71,0.0,0.0,68.71,24.94,43.77
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,Central,Grocery,,54,0,54,54,1.7,0.0,91.8,0.0,0.0,91.8,31.32,60.48
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,Central,Convenience,,43,1,42,43,1.7,0.0,73.1,1.7,0.0,71.4,24.36,47.04
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,Central,Ecommerce,,32,2,30,32,1.7,0.0,54.4,3.4,0.0,51.0,17.4,33.6
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,Central,Wholesale,,49,0,49,49,1.7,0.0,83.3,0.0,0.0,83.3,28.42,54.88
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,West,Grocery,,41,0,41,41,1.649,0.0,67.61,0.0,0.0,67.61,23.78,43.83
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,West,Convenience,,29,0,29,29,1.649,0.0,47.82,0.0,0.0,47.82,16.82,31.0
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,West,Ecommerce,,23,1,22,23,1.649,0.0,37.93,1.65,0.0,36.28,12.76,23.52
2025-01-01,2025-01,SKU-09,Orbit Bar,Orbit,Snacks,West,Wholesale,,33,0,33,33,1.649,0.0,54.42,0.0,0.0,54.42,19.14,35.28
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,North,Grocery,,42,0,42,42,3.045,0.0,127.89,0.0,0.0,127.89,42.84,85.05
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,North,Convenience,,22,0,22,22,3.045,0.0,66.99,0.0,0.0,66.99,22.44,44.55
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,North,Ecommerce,,25,1,24,25,3.045,0.0,76.12,3.04,0.0,73.08,24.48,48.6
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,North,Wholesale,,34,0,34,34,3.045,0.0,103.53,0.0,0.0,103.53,34.68,68.85
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,South,Grocery,,39,0,39,39,2.726,0.0,106.31,0.0,0.0,106.31,39.78,66.53
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,South,Convenience,,23,0,23,23,2.726,0.0,62.7,0.0,0.0,62.7,23.46,39.24
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,South,Ecommerce,,21,1,20,21,2.726,0.0,57.25,2.73,0.0,54.52,20.4,34.12
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,South,Wholesale,,27,0,27,27,2.726,0.0,73.6,0.0,0.0,73.6,27.54,46.06
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,Central,Grocery,,41,0,41,41,2.9,0.0,118.9,0.0,0.0,118.9,41.82,77.08
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,Central,Convenience,,24,0,24,24,2.9,0.0,69.6,0.0,0.0,69.6,24.48,45.12
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,Central,Ecommerce,,25,1,24,25,2.9,0.0,72.5,2.9,0.0,69.6,24.48,45.12
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,Central,Wholesale,,34,0,34,34,2.9,0.0,98.6,0.0,0.0,98.6,34.68,63.92
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,West,Grocery,,33,0,33,33,2.813,0.0,92.83,0.0,0.0,92.83,33.66,59.17
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,West,Convenience,,16,0,16,16,2.813,0.0,45.01,0.0,0.0,45.01,16.32,28.69
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,West,Ecommerce,,17,1,16,17,2.813,0.0,47.82,2.81,0.0,45.01,16.32,28.69
2025-01-01,2025-01,SKU-10,Orbit Bites,Orbit,Snacks,West,Wholesale,,29,0,29,29,2.813,0.0,81.58,0.0,0.0,81.58,29.58,52.0
2025-01-01,2025-01,SKU-11,Aster Crunch,Aster,Snacks,North,Grocery,,39,0,39,39,3.465,0.0,135.13,0.0,0.0,135.13,47.19,87.94
2025-01-01,2025-01,SKU-11,Aster Crunch,Aster,Snacks,North,Convenience,,24,0,24,24,3.465,0.0,83.16,0.0,0.0,83.16,29.04,54.12
2025-01-01,2025-01,SKU-11,Aster Crunch,Aster,Snacks,North,Ecommerce,,18,1,17,18,3.465,0.0,62.37,3.46,0.0,58.91,20.57,38.34
